CustomerID,Recency,Frequency,Monetary,RFM_Level
13821,144,2,31.74,Potential
13823,91,1,16.5,Promising
13824,135,3,213.8,Can't Loose Them
13826,176,1,21.9,Promising
13827,133,2,8.85,Promising
13831,87,4,202.7,Can't Loose Them
13833,159,1,15.9,Needs Attention
13835,155,2,48.75,Loyal
13837,211,1,11.25,Require Activation
13838,117,2,6.7,Potential
13841,252,1,85,Promising
13842,72,5,89.2,Can't Loose Them
13846,242,1,12.6,Require Activation
13848,92,1,320,Champions
13849,170,1,15,Needs Attention
13850,129,1,17.4,Promising
13851,95,2,29.8,Loyal
13854,88,14,1990.36,Can't Loose Them
13856,168,3,177,Can't Loose Them
13860,86,1,22.5,Potential
13862,72,5,79.5,Can't Loose Them
13863,247,1,11.9,Require Activation
13865,136,2,31.7,Potential
13866,74,1,27.04,Loyal
13867,74,2,20.4,Champions
13869,123,2,26.3,Potential
13870,101,4,107.4,Can't Loose Them
13871,92,8,156.3,Can't Loose Them
13873,119,2,45.8,Loyal
13875,133,3,88.56,Champions
13877,86,1,69.6,Loyal
13880,87,9,275.69,Can't Loose Them
13881,71,11,997.7,Can't Loose Them
13883,218,4,61.9,Champions
13884,89,4,65.7,Can't Loose Them
13885,189,2,23.4,Promising
13886,71,1,10.2,Potential
13887,204,1,9.96,Require Activation
13888,119,2,20.2,Potential
13889,92,1,25,Potential
13890,107,1,6.96,Promising
13892,246,1,14.04,Require Activation
13895,143,2,53.25,Loyal
13899,274,1,51,Promising
13900,183,3,37.02,Loyal
13901,72,4,66.96,Can't Loose Them
13908,79,4,77.33,Can't Loose Them
13911,144,6,121.94,Can't Loose Them
13917,191,1,2.28,Require Activation
13918,253,1,30.6,Needs Attention
13919,121,1,34.8,Promising
13924,72,1,15.8,Potential
13925,92,4,85.9,Can't Loose Them
13927,74,1,16.6,Loyal
13928,106,2,51.3,Champions
13929,169,1,61.2,Potential
13930,136,1,12.6,Needs Attention
13931,95,2,274.5,Can't Loose Them
13933,109,2,40.05,Champions
13934,263,1,19.8,Needs Attention
13936,179,1,3.48,Needs Attention
13937,169,1,30.6,Promising
13939,108,1,10.2,Promising
13940,116,2,26.1,Loyal
13941,89,2,250.08,Can't Loose Them
13946,79,3,238.02,Can't Loose Them
13949,77,2,25.08,Champions
13950,73,2,39.6,Can't Loose Them
13951,176,2,35.1,Potential
13952,217,2,54,Potential
13953,115,4,1769.8,Can't Loose Them
13954,70,1,15,Potential
13955,154,1,4.95,Needs Attention
13956,138,3,9.5,Potential
13959,79,2,15.75,Loyal
13960,71,1,17.7,Loyal
13962,245,1,19.9,Needs Attention
13967,145,1,35.7,Promising
13969,107,9,278.67,Can't Loose Them
13971,106,5,99.05,Can't Loose Them
13972,70,2,24.66,Champions
13975,128,4,80.09,Can't Loose Them
13976,206,1,69.36,Promising
13979,73,1,20.8,Loyal
13982,163,1,9.9,Needs Attention
13983,88,5,328.95,Can't Loose Them
13984,126,2,526.08,Champions
13985,71,8,141.1,Can't Loose Them
13988,72,4,66.66,Can't Loose Them
13989,239,1,23.8,Needs Attention
13990,213,1,23.4,Needs Attention
13991,75,2,9.64,Loyal
13993,89,5,174.6,Can't Loose Them
13994,77,3,83.7,Can't Loose Them
13995,115,3,49.8,Can't Loose Them
13999,95,7,171.45,Can't Loose Them
14000,211,1,61.2,Promising
14001,232,1,19.9,Needs Attention
14002,134,2,17.88,Potential
14004,78,5,116.8,Can't Loose Them
14005,75,4,90.6,Can't Loose Them
14006,115,2,34.2,Loyal
14009,198,2,45.3,Potential
14012,277,1,37.2,Promising
14013,110,3,36.78,Can't Loose Them
14014,77,1,15,Potential
14016,161,3,51.78,Champions
14019,98,2,21.45,Loyal
14020,88,1,34.8,Potential
14021,155,3,98.8,Can't Loose Them
14022,225,1,10.5,Require Activation
14023,250,1,15,Require Activation
14024,121,2,35.65,Potential
14029,144,1,51,Potential
14030,89,4,46.6,Can't Loose Them
14031,74,9,359.56,Can't Loose Them
14032,87,5,157.44,Can't Loose Them
14034,157,2,29.84,Potential
14035,107,2,162.24,Can't Loose Them
14037,176,1,17.7,Promising
14038,78,3,62.4,Can't Loose Them
14040,94,7,166.99,Can't Loose Them
14041,266,1,0.58,Require Activation
14044,103,2,22.7,Loyal
14045,109,1,408,Champions
14047,73,2,100.9,Can't Loose Them
14049,158,2,31.95,Potential
14050,106,1,25.2,Potential
14051,91,10,859.5,Can't Loose Them
14053,124,2,218.5,Champions
14055,106,1,23.9,Potential
14056,84,17,257.18,Can't Loose Them
14057,89,11,596.98,Can't Loose Them
14059,266,1,23.4,Needs Attention
14060,79,10,288.54,Can't Loose Them
14062,71,7,714.32,Can't Loose Them
14064,113,4,30.3,Can't Loose Them
14066,266,1,17.7,Needs Attention
14067,96,1,16.5,Promising
14071,260,2,42.46,Potential
14075,261,1,5.04,Require Activation
14076,129,1,16.95,Promising
14077,78,4,20.05,Can't Loose Them
14078,101,4,169.44,Can't Loose Them
14079,124,1,15,Needs Attention
14083,126,4,43.3,Can't Loose Them
14085,141,6,42.84,Can't Loose Them
14088,128,6,459.4,Can't Loose Them
14092,99,7,150.03,Can't Loose Them
14096,74,6,32.17,Can't Loose Them
14099,120,5,80.64,Can't Loose Them
14100,137,1,7.95,Needs Attention
14101,73,4,1335,Can't Loose Them
14104,154,2,89.16,Loyal
14105,239,1,25.5,Needs Attention
14107,96,4,104.82,Can't Loose Them
14108,101,1,9.48,Promising
14109,72,1,15,Potential
14110,86,7,857.98,Can't Loose Them
14111,95,3,206.1,Can't Loose Them
14112,130,4,100.7,Can't Loose Them
14113,78,1,204,Can't Loose Them
14114,273,1,89.7,Promising
14116,92,2,31.65,Loyal
14117,143,1,30,Promising
14124,84,1,90,Champions
14125,78,1,19.8,Loyal
14127,122,2,7.94,Promising
14128,255,1,5.04,Require Activation
14129,95,3,56.2,Can't Loose Them
14132,87,6,126.9,Can't Loose Them
14133,129,2,43.32,Loyal
14135,75,4,257.5,Can't Loose Them
14141,73,2,60,Can't Loose Them
14143,133,1,17,Promising
14145,156,3,1128.6,Can't Loose Them
14146,81,3,50.16,Can't Loose Them
14147,78,1,81.6,Champions
14148,233,1,127.5,Potential
14149,220,1,17.7,Needs Attention
14152,75,2,18.46,Champions
14154,239,2,43.2,Potential
14155,266,1,17.85,Needs Attention
14156,70,36,3380.72,Can't Loose Them
14159,81,7,52.19,Can't Loose Them
14161,215,2,32.34,Promising
14162,173,1,7.95,Needs Attention
14163,87,4,178.3,Can't Loose Them
14164,70,2,423.25,Can't Loose Them
14165,275,1,5.9,Require Activation
14167,165,2,25.5,Potential
14171,98,1,8.5,Promising
14173,219,1,7.8,Require Activation
14175,171,1,10,Needs Attention
14177,86,4,174.55,Can't Loose Them
14178,98,3,13.03,Loyal
14180,91,13,368.1,Can't Loose Them
14188,71,4,58.2,Can't Loose Them
14189,96,7,91.3,Can't Loose Them
14191,80,8,199.79,Can't Loose Them
14193,269,1,20.4,Needs Attention
14194,75,13,344.41,Can't Loose Them
14195,201,2,336.6,Loyal
14196,106,1,30,Potential
14198,86,3,47.85,Can't Loose Them
14199,218,1,175.2,Potential
14201,80,5,181.02,Can't Loose Them
14205,264,1,15.9,Require Activation
14206,239,1,23.4,Needs Attention
14208,94,1,10.5,Promising
14209,121,4,85.3,Can't Loose Them
14210,105,3,55.7,Can't Loose Them
14211,80,5,142.6,Can't Loose Them
14212,89,1,237.6,Champions
14214,156,3,53.7,Champions
14215,77,2,31.5,Champions
14217,74,8,308.33,Can't Loose Them
14220,247,1,47.2,Promising
14221,80,7,146.8,Can't Loose Them
14222,177,1,10.5,Needs Attention
14223,92,3,46.7,Can't Loose Them
14224,110,3,50.95,Can't Loose Them
14226,70,3,122.7,Can't Loose Them
14227,85,8,171.87,Can't Loose Them
14231,183,2,88.4,Potential
14232,115,4,83.7,Can't Loose Them
14233,211,1,67.6,Promising
14235,75,5,350,Can't Loose Them
14236,80,1,13.2,Potential
14239,71,8,164.31,Can't Loose Them
14240,225,1,19.8,Needs Attention
14241,183,1,17.7,Needs Attention
14242,234,1,25.5,Needs Attention
14243,95,4,120.45,Can't Loose Them
14245,219,2,28.5,Promising
14246,110,3,62.25,Can't Loose Them
14247,278,1,9.95,Require Activation
14250,89,1,19.8,Potential
14256,260,1,10.2,Require Activation
14257,123,3,115.65,Can't Loose Them
14258,89,6,668,Can't Loose Them
14259,141,1,33,Promising
14261,78,1,19.8,Loyal
14262,84,4,104.4,Can't Loose Them
14264,154,2,55.2,Loyal
14265,109,2,45.3,Champions
14267,162,3,45.48,Champions
14271,225,1,7.8,Require Activation
14272,73,2,35.5,Champions
14273,136,3,62.4,Champions
14276,98,2,45.7,Champions
14277,212,1,17.7,Needs Attention
14280,196,1,14.85,Require Activation
14282,81,9,175.34,Can't Loose Them
14284,86,1,14.85,Promising
14285,75,2,189.5,Can't Loose Them
14286,242,1,20.4,Needs Attention
14287,198,2,47.28,Potential
14288,213,1,35.4,Needs Attention
14289,134,4,105.84,Can't Loose Them
14290,81,1,15,Potential
14291,120,7,138.28,Can't Loose Them
14292,88,5,111.18,Can't Loose Them
14293,147,1,20.8,Promising
14297,274,1,39.8,Promising
14298,72,27,1389.81,Can't Loose Them
14299,78,2,27.9,Champions
14301,117,1,60,Loyal
14304,222,1,30,Needs Attention
14305,71,3,35.6,Can't Loose Them
14306,85,1,102,Can't Loose Them
14307,88,4,64.74,Can't Loose Them
14309,93,4,116.7,Can't Loose Them
14311,242,1,10.2,Require Activation
14312,91,3,51.4,Can't Loose Them
14314,106,1,4.8,Promising
14315,129,5,103.9,Can't Loose Them
14320,206,1,5.04,Require Activation
14321,73,3,21.84,Can't Loose Them
14323,114,2,35.7,Loyal
14326,242,1,60,Promising
14327,163,1,39.6,Potential
14329,108,3,70.65,Can't Loose Them
14331,124,2,32.85,Potential
14332,147,1,104.04,Loyal
14334,93,5,73.25,Can't Loose Them
14335,96,1,6.3,Promising
14336,198,3,56.4,Loyal
14338,161,2,25.95,Potential
14339,242,1,17.4,Needs Attention
14340,218,1,27,Needs Attention
14341,130,4,79.8,Can't Loose Them
14342,137,2,88,Loyal
14344,127,5,63.15,Can't Loose Them
14346,120,1,15,Needs Attention
14348,260,1,91.8,Promising
14350,274,1,19.8,Needs Attention
14351,164,1,51,Potential
14352,157,4,148,Can't Loose Them
14353,215,1,3.9,Require Activation
14356,79,2,35.4,Champions
14359,87,1,17.4,Potential
14360,94,1,10.2,Promising
14364,108,8,562.06,Can't Loose Them
14367,75,12,298.91,Can't Loose Them
14375,185,1,2.95,Require Activation
14377,191,2,195.15,Loyal
14383,163,1,34,Promising
14387,74,2,31.5,Champions
14388,91,5,80.67,Can't Loose Them
14389,190,1,33,Needs Attention
14390,144,3,46.34,Champions
14393,218,1,17.25,Needs Attention
14395,78,5,38.3,Can't Loose Them
14397,79,11,383.92,Can't Loose Them
14400,149,1,15,Needs Attention
14401,80,9,222,Can't Loose Them
14403,130,4,278.1,Can't Loose Them
14404,108,3,112.8,Can't Loose Them
14406,119,1,20.8,Promising
14407,107,6,471.85,Can't Loose Them
14408,94,6,119.6,Can't Loose Them
14409,71,3,52.1,Can't Loose Them
14410,92,8,108.88,Can't Loose Them
14412,72,1,17.4,Loyal
14414,91,6,61.84,Can't Loose Them
14415,98,6,72.7,Can't Loose Them
14418,108,1,9.9,Promising
14419,73,2,11.05,Loyal
14420,99,1,19.8,Potential
14421,211,1,19.8,Needs Attention
14422,70,3,97.9,Can't Loose Them
14423,218,1,163.2,Potential
14426,140,4,76.8,Can't Loose Them
14428,79,2,91.32,Can't Loose Them
14432,89,1,1.17,Promising
14434,72,1,69.6,Champions
14436,98,1,12.5,Promising
14440,72,1,35.4,Loyal
14441,94,2,50.4,Champions
14442,204,1,16.6,Needs Attention
14443,138,1,5.04,Needs Attention
14446,80,2,8.45,Loyal
14447,196,2,46.5,Potential
14449,246,1,3.9,Require Activation
14450,180,2,5.6,Promising
14451,194,1,8.4,Require Activation
14452,93,1,0.75,Promising
14453,190,1,5.75,Require Activation
14456,73,5,12.46,Can't Loose Them
14459,155,1,76.5,Potential
14460,110,2,79.2,Champions
14461,148,3,49.5,Champions
14462,84,7,64.37,Can't Loose Them
14463,98,3,229.8,Can't Loose Them
14465,246,2,7.09,Needs Attention
14466,73,4,149.1,Can't Loose Them
14472,103,5,39.14,Can't Loose Them
14473,74,2,123.16,Can't Loose Them
14475,71,2,24.66,Champions
14476,257,1,5.9,Require Activation
14477,184,1,179,Potential
14479,253,1,17.7,Needs Attention
14481,164,1,15.6,Needs Attention
14482,99,2,4.15,Potential
14483,281,1,8.85,Require Activation
14487,82,3,29.15,Can't Loose Them
14489,207,1,29.88,Needs Attention
14491,175,1,19.8,Promising
14493,155,1,40.8,Potential
14495,121,1,20.8,Promising
14498,116,3,34.69,Champions
14499,133,2,16.35,Promising
14500,88,3,84.75,Can't Loose Them
14501,183,1,27.04,Needs Attention
14502,149,5,194.84,Can't Loose Them
14503,70,2,36.7,Can't Loose Them
14504,243,3,20.17,Potential
14505,109,4,27.35,Can't Loose Them
14506,162,2,41.55,Loyal
14507,101,4,82.05,Can't Loose Them
14508,89,1,8.25,Promising
14511,92,2,43.54,Champions
14512,187,2,24.15,Promising
14513,100,2,190.24,Can't Loose Them
14514,201,1,12.75,Require Activation
14515,191,2,32.35,Promising
14517,141,1,31.2,Promising
14522,71,3,145.8,Can't Loose Them
14523,108,1,12.5,Promising
14524,71,7,139.41,Can't Loose Them
14525,100,5,54.99,Can't Loose Them
14527,71,29,298.07,Can't Loose Them
14529,77,2,2.79,Loyal
14530,93,4,26.9,Can't Loose Them
14532,236,1,16.95,Needs Attention
14533,89,2,64.32,Champions
14534,95,11,169.65,Can't Loose Them
14535,127,2,23.4,Potential
14536,259,1,0.85,Require Activation
14538,256,1,35.7,Needs Attention
14540,75,1,3.4,Potential
14541,168,3,67.45,Champions
14542,185,1,17,Needs Attention
14543,73,11,367.45,Can't Loose Them
14546,77,3,31.08,Can't Loose Them
14548,150,1,81.6,Potential
14551,204,1,12.64,Require Activation
14552,151,1,3.38,Needs Attention
14553,218,1,5.9,Require Activation
14557,85,1,69.6,Champions
14560,94,11,568.6,Can't Loose Them
14561,75,3,34.2,Can't Loose Them
14562,78,8,137.97,Can't Loose Them
14565,95,3,47.76,Can't Loose Them
14566,110,1,358,Champions
14567,130,1,35.4,Promising
14570,280,2,6.75,Needs Attention
14572,110,4,61.2,Can't Loose Them
14573,179,7,35.4,Champions
14577,163,2,16.2,Promising
14583,144,4,18.35,Champions
14584,169,4,31.5,Champions
14586,276,1,15,Require Activation
14587,184,5,31.5,Loyal
14591,213,1,50,Promising
14593,198,2,8.15,Needs Attention
14595,85,1,14.04,Potential
14597,191,1,37.5,Promising
14603,274,1,150,Potential
14606,72,50,661.1,Can't Loose Them
14607,261,1,165,Potential
14608,85,1,90,Champions
14609,72,3,457.56,Can't Loose Them
14616,242,1,158.4,Potential
14619,245,1,19.9,Needs Attention
14620,205,2,18.18,Promising
14621,156,2,61.5,Loyal
14622,184,1,20.8,Needs Attention
14623,116,3,12.86,Loyal
14625,196,1,17,Needs Attention
14626,122,2,23.5,Potential
14628,91,2,54.6,Champions
14631,235,1,17.7,Needs Attention
14632,262,1,15.9,Require Activation
14633,266,1,15.8,Require Activation
14636,268,1,19.5,Needs Attention
14639,120,2,38.55,Loyal
14640,127,4,136.65,Can't Loose Them
14643,170,1,6.96,Needs Attention
14645,156,2,39.1,Loyal
14646,78,37,7221.5,Can't Loose Them
14647,201,1,9.9,Require Activation
14649,72,3,37.9,Can't Loose Them
14651,211,1,1.14,Require Activation
14652,77,1,4.25,Potential
14655,70,2,40.2,Can't Loose Them
14656,169,2,22.7,Potential
14657,155,2,26.1,Potential
14658,117,1,2.95,Promising
14659,78,5,54.9,Can't Loose Them
14660,86,2,8.64,Potential
14662,234,2,8.05,Needs Attention
14665,89,1,39.6,Loyal
14667,74,12,206.53,Can't Loose Them
14669,241,1,8.25,Require Activation
14670,280,2,13.9,Needs Attention
14672,234,1,15.9,Require Activation
14676,78,5,341.4,Can't Loose Them
14680,71,10,1515.72,Can't Loose Them
14681,71,3,120,Can't Loose Them
14682,187,2,52,Potential
14684,81,2,2.7,Loyal
14687,106,1,10.2,Promising
14688,70,12,543.46,Can't Loose Them
14689,208,1,7.95,Require Activation
14690,151,1,15.3,Needs Attention
14691,71,4,161.1,Can't Loose Them
14692,137,2,8.4,Promising
14693,264,1,4.25,Require Activation
14696,71,4,53.92,Can't Loose Them
14697,218,2,22.63,Promising
14699,214,1,12.6,Require Activation
14700,189,2,2.95,Needs Attention
14701,172,5,130.55,Can't Loose Them
14702,78,5,24.7,Can't Loose Them
14704,81,3,10.93,Champions
14705,198,1,179,Potential
14708,154,1,119.4,Loyal
14709,71,8,151.7,Can't Loose Them
14711,91,9,382.85,Can't Loose Them
14712,75,2,62.65,Can't Loose Them
14713,99,6,79.82,Can't Loose Them
14715,94,1,8.7,Promising
14716,148,1,6.24,Needs Attention
14719,179,2,24.65,Potential
14720,89,2,30.9,Loyal
14722,147,1,7.95,Needs Attention
14727,274,1,50.85,Promising
14730,107,5,28.65,Can't Loose Them
14731,205,2,31.35,Promising
14732,88,5,101.76,Can't Loose Them
14733,110,5,188.18,Can't Loose Them
14735,81,21,803.94,Can't Loose Them
14737,128,1,170,Loyal
14738,133,4,69.75,Can't Loose Them
14739,94,2,171.18,Can't Loose Them
14740,197,3,42.24,Loyal
14741,113,2,76.15,Champions
14745,112,4,74.8,Can't Loose Them
14747,249,1,33.9,Needs Attention
14748,123,2,25.68,Potential
14753,87,1,17.85,Potential
14755,73,6,149.19,Can't Loose Them
14757,75,1,34.5,Loyal
14758,144,4,83.32,Can't Loose Them
14759,112,2,37.75,Champions
14762,263,1,15,Require Activation
14765,112,2,15.95,Potential
14766,80,4,88.53,Can't Loose Them
14768,127,1,35.4,Promising
14769,82,5,105.94,Can't Loose Them
14770,232,1,15.3,Require Activation
14772,112,1,17.4,Potential
14775,137,1,19.8,Promising
14776,105,7,175.8,Can't Loose Them
14778,127,1,15,Needs Attention
14779,280,1,22.5,Needs Attention
14780,79,1,20.8,Loyal
14790,119,2,22.38,Potential
14794,203,3,49.65,Loyal
14795,166,1,31.8,Promising
14796,94,9,109.83,Can't Loose Them
14798,144,1,15,Needs Attention
14800,75,7,33.36,Can't Loose Them
14803,162,2,179.45,Champions
14806,75,1,10.5,Potential
14808,74,7,182.3,Can't Loose Them
14810,103,6,92.48,Can't Loose Them
14816,197,1,9.95,Require Activation
14817,200,2,21.25,Promising
14818,73,3,17.5,Can't Loose Them
14819,192,1,19.92,Needs Attention
14820,75,2,40.8,Can't Loose Them
14823,180,3,19.45,Loyal
14824,73,2,179,Can't Loose Them
14825,89,5,105,Can't Loose Them
14828,196,2,259.34,Loyal
14829,184,1,11.7,Require Activation
14834,71,3,98.7,Can't Loose Them
14837,89,4,58.51,Can't Loose Them
14840,267,1,15,Require Activation
14841,179,2,45.6,Loyal
14842,95,2,45.9,Champions
14844,123,3,81.8,Champions
14847,148,1,25,Promising
14849,95,9,183.48,Can't Loose Them
14851,256,1,10.2,Require Activation
14852,96,5,104.15,Can't Loose Them
14853,211,1,19.8,Needs Attention
14854,78,7,200.7,Can't Loose Them
14855,119,2,50.4,Loyal
14857,148,1,25.5,Promising
14859,80,2,23.48,Champions
14862,148,1,4,Needs Attention
14866,80,4,602.25,Can't Loose Them
14867,185,2,29.92,Promising
14868,71,5,91.2,Can't Loose Them
14869,103,1,19.9,Potential
14870,261,1,14.85,Require Activation
14871,178,2,13.89,Promising
14873,210,1,25.5,Needs Attention
14875,107,2,77.1,Champions
14878,82,5,95.5,Can't Loose Them
14880,77,2,30.3,Champions
14883,73,4,38.92,Can't Loose Them
14885,131,1,20.4,Promising
14886,252,1,39.8,Promising
14887,79,1,72,Champions
14888,207,1,16.5,Require Activation
14890,253,1,10.2,Require Activation
14891,148,2,43.5,Loyal
14894,85,1,40.8,Champions
14895,91,12,376,Can't Loose Them
14896,204,1,17.7,Needs Attention
14897,88,1,19.8,Potential
14898,134,2,94.16,Loyal
14901,73,4,89.76,Can't Loose Them
14903,124,4,45.7,Can't Loose Them
14905,157,2,121.2,Champions
14907,99,2,23.16,Loyal
14908,74,1,9.9,Potential
14911,70,111,7123.52,Can't Loose Them
14912,246,1,31.8,Needs Attention
14913,183,2,13.44,Needs Attention
14915,91,2,57.48,Champions
14916,70,3,22.32,Can't Loose Them
14918,115,2,85.8,Champions
14920,212,2,34.2,Promising
14921,201,1,25.2,Needs Attention
14924,245,1,47.4,Promising
14930,108,3,72.39,Can't Loose Them
14931,74,3,317.96,Can't Loose Them
14934,81,2,55.8,Can't Loose Them
14936,108,3,61.5,Can't Loose Them
14937,130,1,35.4,Promising
14944,77,7,193.57,Can't Loose Them
14947,72,2,70.32,Can't Loose Them
14948,71,5,83.52,Can't Loose Them
14951,79,1,1.92,Potential
14952,71,6,460.2,Can't Loose Them
14957,253,1,5,Require Activation
14958,147,3,47.9,Champions
14959,109,2,30.2,Loyal
14960,171,1,67.5,Potential
14961,81,5,151.2,Can't Loose Them
14962,270,1,14.85,Require Activation
14963,183,1,5.85,Require Activation
14964,247,1,12.75,Require Activation
14965,96,2,77.08,Champions
14970,137,2,107.25,Champions
14972,128,1,12.75,Needs Attention
14973,107,3,74.7,Can't Loose Them
14976,101,3,32.6,Champions
14978,72,2,43.35,Can't Loose Them
14981,246,1,16.5,Require Activation
14984,180,1,3.38,Needs Attention
14985,198,1,4.95,Require Activation
14988,211,1,1.66,Require Activation
14995,280,1,2.5,Require Activation
14997,88,2,32.64,Loyal
14998,170,2,7.85,Promising
15002,115,1,35.4,Potential
15004,147,1,3.3,Needs Attention
15005,78,18,87.41,Can't Loose Them
15007,159,1,15,Needs Attention
15014,176,1,33.15,Promising
15016,172,1,7.95,Needs Attention
15018,252,1,13.95,Require Activation
15019,266,1,0.85,Require Activation
15021,86,5,20.32,Can't Loose Them
15023,116,6,65.25,Can't Loose Them
15024,113,2,41.7,Champions
15026,80,3,22.2,Can't Loose Them
15027,168,3,169.2,Can't Loose Them
15030,71,2,125.4,Can't Loose Them
15031,110,2,4.95,Potential
15032,256,1,16.5,Require Activation
15033,109,5,44.65,Can't Loose Them
15034,70,4,56.73,Can't Loose Them
15035,89,1,3.75,Promising
15036,72,3,28.27,Can't Loose Them
15038,187,3,15.94,Promising
15039,80,26,627.65,Can't Loose Them
15041,170,1,4.15,Needs Attention
15042,199,1,76.5,Promising
15044,75,7,107.73,Can't Loose Them
15045,151,2,95.28,Loyal
15046,96,6,207.65,Can't Loose Them
15047,269,1,12.6,Require Activation
15048,116,2,16.75,Loyal
15049,273,1,1.7,Require Activation
15050,71,2,37.5,Can't Loose Them
15051,150,1,8.25,Needs Attention
15053,156,2,29.25,Potential
15057,275,1,269.1,Potential
15058,81,5,83.1,Can't Loose Them
15059,107,4,22.87,Can't Loose Them
15061,73,23,3417.7,Can't Loose Them
15062,71,2,35.8,Can't Loose Them
15063,213,1,30.6,Needs Attention
15065,164,2,32.7,Potential
15067,78,3,72.9,Can't Loose Them
15068,256,1,13.5,Require Activation
15069,179,1,12.75,Needs Attention
15071,93,2,155.8,Can't Loose Them
15073,185,2,79.68,Potential
15074,105,1,34.68,Potential
15075,77,1,33.2,Loyal
15076,172,1,21.9,Promising
15078,74,17,319.15,Can't Loose Them
15079,212,2,88.4,Potential
15081,86,2,39.8,Champions
15083,256,1,34.8,Needs Attention
15087,281,1,24.96,Needs Attention
15089,94,3,41.61,Can't Loose Them
15092,215,2,54.15,Potential
15093,116,2,270.3,Can't Loose Them
15095,103,4,85.2,Can't Loose Them
15098,182,3,39916.5,Can't Loose Them
15099,84,1,14.75,Potential
15103,86,1,23.4,Potential
15104,196,2,56.4,Potential
15105,86,3,49.36,Can't Loose Them
15106,141,3,46.74,Champions
15108,141,4,90.25,Can't Loose Them
15109,245,1,15,Require Activation
15110,126,1,10.2,Needs Attention
15114,71,8,133.22,Can't Loose Them
15116,134,2,117.8,Champions
15117,120,2,37.3,Loyal
15118,134,1,244.8,Loyal
15119,245,1,33.9,Needs Attention
15120,133,1,39.6,Potential
15122,114,2,32.3,Loyal
15123,206,1,15.3,Require Activation
15124,191,1,7.8,Require Activation
15125,113,12,1427.04,Can't Loose Them
15128,126,3,58.4,Champions
15129,106,9,621.45,Can't Loose Them
15130,169,1,15,Needs Attention
15132,105,3,48.6,Can't Loose Them
15133,127,2,79.56,Loyal
15134,72,5,104.48,Can't Loose Them
15135,239,1,19.5,Needs Attention
15136,96,1,29.88,Potential
15139,239,1,9.36,Require Activation
15140,79,6,128.16,Can't Loose Them
15143,225,1,19.8,Needs Attention
15144,71,11,364.5,Can't Loose Them
15145,227,2,25.2,Promising
15146,164,1,19.8,Promising
15147,240,1,15,Require Activation
15149,133,1,17,Promising
15150,73,7,155.86,Can't Loose Them
15152,84,7,132.79,Can't Loose Them
15154,75,1,2.95,Potential
15157,154,1,9.36,Needs Attention
15159,89,16,506.62,Can't Loose Them
15163,192,1,69.3,Promising
15164,208,1,2.1,Require Activation
15172,70,4,60.3,Can't Loose Them
15175,71,1,17.4,Loyal
15178,260,1,19.5,Needs Attention
15179,233,2,169.5,Loyal
15181,175,2,81,Loyal
15182,154,2,36.6,Loyal
15184,190,1,11.9,Require Activation
15185,70,1,15.6,Potential
15186,168,1,31.6,Promising
15187,70,8,706.16,Can't Loose Them
15189,91,29,1904.71,Can't Loose Them
15192,119,2,45.3,Loyal
15194,78,8,149.85,Can't Loose Them
15197,252,1,39,Promising
15198,92,2,33.32,Loyal
15199,94,2,340,Can't Loose Them
15201,87,5,203.98,Can't Loose Them
15203,79,4,50.34,Can't Loose Them
15205,85,2,22.65,Champions
15206,99,3,96.6,Can't Loose Them
15208,163,1,51,Potential
15210,225,1,14.75,Require Activation
15212,241,1,11.6,Require Activation
15214,75,3,44.58,Can't Loose Them
15215,96,1,17.7,Potential
15216,87,1,63.6,Loyal
15218,74,8,452.6,Can't Loose Them
15219,176,1,79.8,Potential
15220,115,5,109.8,Can't Loose Them
15223,225,2,80.7,Potential
15225,234,1,15,Require Activation
15227,215,1,15.8,Require Activation
15228,129,2,39.6,Loyal
15230,239,2,94.8,Potential
15232,113,2,34,Loyal
15234,276,1,15,Require Activation
15235,217,3,61.5,Loyal
15237,78,3,46.22,Can't Loose Them
15238,95,2,23.52,Loyal
15239,78,1,15,Potential
15240,84,3,62.88,Can't Loose Them
15241,73,7,125.1,Can't Loose Them
15243,74,1,12.48,Potential
15244,248,1,19.8,Needs Attention
15245,134,3,80,Champions
15246,238,1,10.2,Require Activation
15247,122,1,81.6,Potential
15249,91,11,296.55,Can't Loose Them
15251,91,8,879.06,Can't Loose Them
15252,183,1,19.8,Needs Attention
15253,88,3,65.25,Can't Loose Them
15254,127,1,16.8,Promising
15256,148,1,16.5,Needs Attention
15257,283,1,33.9,Needs Attention
15258,168,2,33.5,Potential
15260,100,5,98.9,Can't Loose Them
15261,135,1,4.56,Needs Attention
15263,106,1,17.4,Potential
15265,151,2,32.55,Potential
15267,155,2,401.76,Champions
15270,117,2,43.9,Champions
15271,94,8,114.94,Can't Loose Them
15272,86,1,26.1,Potential
15280,172,1,0.72,Needs Attention
15281,136,6,143.52,Can't Loose Them
15287,70,1,90,Champions
15288,155,3,83.1,Champions
15289,137,2,30.24,Potential
15290,79,9,271,Can't Loose Them
15291,94,8,548.63,Can't Loose Them
15292,201,1,3.3,Require Activation
15296,109,4,56.75,Can't Loose Them
15298,92,4,1063.4,Can't Loose Them
15299,164,2,1200,Champions
15301,72,10,868.3,Can't Loose Them
15304,85,6,235.45,Can't Loose Them
15306,92,2,119.4,Can't Loose Them
15307,95,1,22.5,Potential
15308,274,1,19.9,Needs Attention
